Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At,venue_type,lat,lon,Raw_Building_Area_SqFt,Building_Area_SqFt,Multi_Tenant_Flag,heuristic_capacity,Estimated_Capacity,Estimated_Capacity_Low,Estimated_Capacity_High,Estimation_Method,Confidence
Dina's Tavern,Toronto,ON,M5S2H1,"486 Spadina Avenue, Toronto, ON M5S2H1",,https://www.dinastavern.com/,"Music Venue, Bar",All Genres,,19+,,They can host live music any night of the week.,Requires Premium,https://www.facebook.com/profile.php?id=61579176147960,https://www.instagram.com/dinastavern/,,https://www.indieonthemove.com/venues/dinas-tavern-toronto-ontario,https://www.indieonthemove.com/venues/dinas-tavern-toronto-ontario,,,bar,43.6654425,-79.4031496,1504.8,1504.8,False,128.98285714285714,90.0,60.0,340.0,model,high
The Aulde Dubliner & Pour House,Ottawa,ON,K1N 7A3,"62 William Street, Ottawa, ON K1N 7A3",,https://heartandcrown.pub/location/the-aulde-dubliner-pour-house/,"Music Venue, Pub","Acoustic, Celtic, Classic Rock, Country, Folk, Irish, Pop, Rock, Singer-Songwriter, Top 40",,19+,,"""The first thing you’ll notice at the Aulde Dubliner & Pour House is the look and feel; hand-crafted and built in Ireland, it is a truly authentic two-story Irish pub. Outside you will find beautifully carved wood adorned with gold leaf, 2 patios and a mezzanine balcony overlooking the gateway to the historic ByWard Market."" Shows are held Wednesday-Saturday nights as well as on holidays. This venue is affiliated with the Heart & Crown locations.",Requires Premium,https://www.facebook.com/AuldeDubliner/,https://www.instagram.com/auldedubliner/,,https://www.indieonthemove.com/venues/the-aulde-dubliner-pour-house-ottawa-ontario,https://www.indieonthemove.com/venues/the-aulde-dubliner-pour-house-ottawa-ontario,,,bar,45.426903,-75.6916429,2324.8,2324.8,False,398.5371428571429,250.0,160.0,355.0,model,high
Heart & Crown - Barrhaven,Ottawa,ON,K2J 5N1,"3161 Strandherd Drive #300, Ottawa, ON K2J 5N1",,https://heartandcrown.pub/location/barrhaven/,"Music Venue, Pub","Acoustic, Celtic, Classic Rock, Country, Folk, Irish, Pop, Rock, Singer-Songwriter, Top 40",,19+,,"""The Heart & Crown Barrhaven is an authentic Irish pub offering the very best in live music & sporting events, a vast list of draft and bottled beers and hearty, Irish inspired dishes to satisfy your hunger. Conveniently located at Strandherd Crossing, the Heart & Crown is nestled in the heart of this growing suburban neighborhood."" Shows are held on Friday and Saturday nights as well as on holidays. Browse additional Heart & Crown locations.",Requires Premium,https://www.facebook.com/HeartandCrownBarrhaven/,https://www.instagram.com/heartandcrown/,,https://www.indieonthemove.com/venues/heart-crown-barrhaven-ottawa-ontario,https://www.indieonthemove.com/venues/heart-crown-barrhaven-ottawa-ontario,,,bar,45.2741382,-75.7190423,5643.8,1411.0,True,120.94285714285715,90.0,60.0,270.0,model,medium
Heart & Crown - Byward,Ottawa,ON,K1N 5P5,"67 Clarence Street, Ottawa, ON K1N 5P5",,https://heartandcrown.pub/location/byward/,"Music Venue, Pub","Acoustic, Celtic, Classic Rock, Country, Folk, Irish, Pop, Rock, Singer-Songwriter, Top 40",,19+,,"""The Heart & Crown, in Ottawa’s historic ByWard Market, consists of 5 pubs under 1 roof with 6 patios that make-up what is locally known as Ottawa’s Irish Village. Featuring Irish-inspired dishes, live music daily and domestic & international sporting events; there’s a little something for everybody. A favourite amongst the Irish community, the Heart & Crown is amongst Ottawa’s best known watering holes."" Browse additional Heart & Crown locations.",Requires Premium,https://www.facebook.com/heartandcrownbyward/,https://www.instagram.com/heartandcrown,,https://www.indieonthemove.com/venues/heart-crown-byward-ottawa-ontario,https://www.indieonthemove.com/venues/heart-crown-byward-ottawa-ontario,,,bar,45.4291355,-75.6935161,3629.3,3629.3,False,311.0828571428571,175.0,150.0,370.0,model,high
Art House,Ottawa,ON,K1R 6A1,"555 Somerset Street West, Ottawa, ON K1R 6A1",,https://www.thearthousecafe.ca/,"Music Venue, Cafe, Art Gallery, Bar, Open Mic",All Genres,,,,"""Experience the Ottawa arts community in this unique cafe, bar, and gallery! Hosting live shows, special exhibitions, and serving quality food and drinks day and night."" They host open mic on Monday nights and shows Thursday-Saturday nights with the first Saturday of each month being reserved for Jazz.",Requires Premium,https://www.facebook.com/arthousecafe613/,https://www.instagram.com/arthousecafe613/,Ethan Mitchell,https://www.indieonthemove.com/venues/art-house-ottawa-ontario,https://www.indieonthemove.com/venues/art-house-ottawa-ontario,,,bar,45.413069,-75.7024163,1622.1,1622.1,False,139.03714285714284,70.0,45.0,285.0,model,high
Sonic Hall,Guelph,ON,N1H 4E5,"12 Wyndham Street North 2nd Floor, Guelph, ON N1H 4E5",,https://www.sonichall.ca/,"Music Venue, Rental",All Genres,700.0,,,Shows can be held any night of the week.,Requires Premium,https://www.facebook.com/profile.php?id=61563913352835,https://www.instagram.com/sonichallguelph/,Dana Sipos; MIINA; The Effens; Brendan Philip; The OBGMs; Andrew Collins; Bleeker; Texas King; Living Room for Small; Chest Fever Official,https://www.indieonthemove.com/venues/sonic-hall-guelph-ontario,https://www.indieonthemove.com/venues/sonic-hall-guelph-ontario,,,venue,,,,,False,,700.0,700.0,700.0,known,known
Henry's on James,Hamilton,ON,L8L 1H3,"303 James Street North, Hamilton, ON L8L 1H3",,https://www.henrysonjames.com/,"Music Venue, Jazz & Blues, Restaurant",Jazz,,,,"""A hidden gem in the city — part intimate restaurant, part live music venue. 303 James Street North, Hamilton, Ontario."" They host live music Thursday-Sunday nights and on Sundays during brunch.",Requires Premium,,https://www.instagram.com/henrys.onjames/,,https://www.indieonthemove.com/venues/henrys-on-james-hamilton-ontario,https://www.indieonthemove.com/venues/henrys-on-james-hamilton-ontario,,,restaurant,43.2640437,-79.8661435,2103.2,2103.2,False,84.12799999999999,100.0,75.0,310.0,model,high
Da Vinci Centre,Thunder Bay,ON,P7E 6H9,"340 Waterloo Street South, Thunder Bay, ON P7E 6H9",,https://davincicentre.com/,"Music Venue, Bar, Restaurant, Outdoor Performance Space, Seasonal",All Genres,,,,"""Traditional Italian hospitality in the heart of Thunder Bay."" They host live music on Thursday nights late June - late August/early September with their ""Summer in the Parking Lot"" series.",Requires Premium,https://www.facebook.com/davincicentretbay/,,,https://www.indieonthemove.com/venues/da-vinci-centre-thunder-bay-ontario,https://www.indieonthemove.com/venues/da-vinci-centre-thunder-bay-ontario,,,bar,48.3796557,-89.2661802,29220.6,7305.1,True,626.1514285714286,375.0,100.0,650.0,model,medium
Black Pirates Pub,Thunder Bay,ON,P7B 2Y6,"101-215 Red River Road, Thunder Bay, ON P7B 2Y6",,http://www.blackpiratespub.com/,"Music Venue, Pub",All Genres,150.0,19+,,"""Black Pirates Pub is Thunder Bay's premiere casual venue for local and touring Live Entertainment."" Concerts are generally held Thursday-Saturday nights, but Wednesdays are also possible.",Requires Premium,https://www.facebook.com/BlackPiratesPub/,https://www.instagram.com/blackpiratespub/,Cancer Bats; chastity; ANCIIENTS; TEETH; Gutter King; CHILIØ; Brass Camel; Mizmor; Dopethrone,https://www.indieonthemove.com/venues/black-pirates-pub-thunder-bay-ontario,https://www.indieonthemove.com/venues/black-pirates-pub-thunder-bay-ontario,,,bar,48.4382213,-89.2337635,419.6,419.6,False,35.965714285714284,150.0,150.0,150.0,known,known
The Foundry,Thunder Bay,ON,P7B 1A6,"242 Red River Road, Thunder Bay, ON P7B 1A6",,https://thefoundrypub.com/,"Music Venue, Pub, Outdoor Performance Space",All Genres,,19+,,"""A (new) old Irish gastropub with a focus on homemade and creative food using fresh and local ingredients. Located in the booming waterfront entertainment district, joining the other great late night hotspots on the Cumberland/Court/Red River pub crawl route!"" Live music is held Thursday - Saturday nights.",Requires Premium,https://www.facebook.com/foundrytbay/,https://www.instagram.com/foundrytbay/,,https://www.indieonthemove.com/venues/the-foundry-thunder-bay-ontario,https://www.indieonthemove.com/venues/the-foundry-thunder-bay-ontario,,,bar,48.4357284,-89.2213111,2362.4,2362.4,False,202.49142857142857,120.0,80.0,295.0,model,high
The Hodder,Thunder Bay,ON,P7A 1V3,"481 Hodder Avenue, Thunder Bay, ON P7A 1V3",,,"Music Venue, Bar, Pub",All Genres,,19+,,"""Neighbourhood Bar Serving Current River and Surrounding Area Since 1939! Great Prices, Friendly Staff, and Fantastic Patrons!"" Live music is held sporadically on Saturday nights.",Requires Premium,https://www.facebook.com/TheHODDER/,,,https://www.indieonthemove.com/venues/the-hodder-thunder-bay-ontario,https://www.indieonthemove.com/venues/the-hodder-thunder-bay-ontario,,,bar,48.4686727,-89.1823837,5733.5,5733.5,False,491.4428571428571,120.0,80.0,425.0,model,high
BSMT 254,Toronto,ON,M6H 3X9,"254 Lansdowne Avenue, Toronto, ON M6H 3X9",,https://www.bsmt254.com/,"Music Venue, Rental",All Genres,100.0,19+,,"""West end Toronto live music and DJ venue with top sound."" Most shows take place on Friday and Saturday nights. Age requirement can vary.",Requires Premium,https://www.facebook.com/bsmt254/,https://www.instagram.com/bsmt254toronto,Khary; Magugu; The City Gates; Golden Apes; Fotocrime; The Convenience; Helm; Black Budget; Myer Clarity; Fresh Kils,https://www.indieonthemove.com/venues/bsmt-254-toronto-ontario,https://www.indieonthemove.com/venues/bsmt-254-toronto-ontario,,,venue,43.6511265,-79.4403021,2221.9,2221.9,False,133.31400000000002,100.0,100.0,100.0,known,known
Red Bird Live,Ottawa,ON,K1S 3X7,"1165 Bank Street, Ottawa, ON K1S 3X7",,https://www.redbirdlive.ca/,"Music Venue, Open Mic, Listening Room",All Genres,80.0,18+,,They host shows Thursday-Sunday nights with a Bluegrass jam on Mondays and open mic/open jams on Tuesdays and Wednesdays. Events can also be 19+ depending on what's arranged.,Requires Premium,https://www.facebook.com/RedBirdLive/,,Gary Louris; Gary Louris; Minor Gold; Lynne Hanson; Steve Poltz; Steve Poltz; The Suitcase Junket; Dave Gunning; Isaac Baronikian; Mama's Broke,https://www.indieonthemove.com/venues/red-bird-live-ottawa-ontario,https://www.indieonthemove.com/venues/red-bird-live-ottawa-ontario,,,venue,45.3925951,-75.6820332,14082.3,3520.6,True,211.23599999999996,80.0,80.0,80.0,known,known
The Moonshine Cafe,Oakville,ON,L6K 3C7,"568 Kerr Street, Oakville, ON L6K 3C7",,https://www.themoonshinecafe.com/,"Music Venue, Listening Room",All Genres,60.0,,,"""Established in 2006."" They host live entertainment Monday-Saturday nights with Mondays being reserved for jam night, Tuesdays for open mic, and Wednesdays for Country music.",Requires Premium,https://www.facebook.com/themoonshinecafe,https://www.instagram.com/moonshinecafe_oakville/,Nicholas Campbell; Wilson & The Cast Aways; Hell Bent Rockers; anddre mafra; Josh Taerk; The Gary Kendall Trio feat: Teddy Leonard & Tyler Burgess; Rick St. Clair; Dave Gunning; Lily Sazz - Musician,https://www.indieonthemove.com/venues/the-moonshine-cafe-oakville-ontario,https://www.indieonthemove.com/venues/the-moonshine-cafe-oakville-ontario,,,venue,43.4481967,-79.689742,66.2,66.2,False,3.972,60.0,60.0,60.0,known,known
Stonewalls Restaurant,Hamilton,ON,L8R 2X9,"339 York Blvd, Hamilton, ON L8R 2X9",,https://www.stonewallshamilton.com/,"Music Venue, Bar, Restaurant",All Genres,,,,"""Stonewalls is Hamilton’s hottest music venue with all your favorite pub classics."" Most shows take place Friday-Sunday nights, but Thursdays are also possible.",Requires Premium,https://www.facebook.com/Stonewallshamilton,https://www.instagram.com/stonewallshamilton/,,https://www.indieonthemove.com/venues/stonewalls-restaurant-hamilton-ontario,https://www.indieonthemove.com/venues/stonewalls-restaurant-hamilton-ontario,,,bar,43.2632182,-79.8783789,4622.8,4622.8,False,396.23999999999995,110.0,70.0,335.0,model,high
Bridgeworks,Hamilton,ON,L8R 0A6,"200 Caroline Street North, Hamilton, ON L8R 0A6",,https://bridgeworks.ca/,Music Venue,All Genres,500.0,,,"""Bridgeworks is a multi-functional event space, focusing on community, arts and special events. The space is two large 6,000+ sq ft rooms, with break-out rooms, full functioning kitchen, bar/serving area, washrooms and encompasses a net capacity of 500 people."" Shows can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/bridgeworksca,https://www.instagram.com/bridgeworkscentral/,Chest Fever Official; Chest Fever; Cam Kahin; Born In The Eighties; John Shambles; Elliott BROOD; portrayal of guilt; Street Sects; Wintersleep; Weird Nightmare,https://www.indieonthemove.com/venues/bridgeworks-hamilton-ontario,https://www.indieonthemove.com/venues/bridgeworks-hamilton-ontario,,,bar,43.2646312,-79.8723822,10498.0,2624.5,True,224.95714285714286,500.0,500.0,500.0,known,known
Mills Hardware,Hamilton,ON,L8N 1A9,"95 King Street East, Hamilton, ON L8N 1A9",,https://www.millshardware.ca/,Music Venue,All Genres,150.0,19+,,"""A community-based performance space for art, theatre, dance, live music, speakers, and more."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/millshardware/,https://www.instagram.com/millshardware/,Bealby Point; MIINA; Dana Sipos; The OBGMs; Brendan Philip; The Effens; The Deep Dark Woods; Antonio Larosa; Dawson Gray; The Thick,https://www.indieonthemove.com/venues/mills-hardware-hamilton-ontario,https://www.indieonthemove.com/venues/mills-hardware-hamilton-ontario,,,club,43.2558583,-79.8660178,1733.8,1733.8,False,148.61142857142858,150.0,150.0,150.0,known,known
The Gasworks,Hamilton,ON,L8R 2N4,"141 Park Street North, Hamilton, ON L8R 2N4",,https://www.thegasworks.ca/,"Music Venue, Rental",All Genres,180.0,,,"""Hamilton's cultural hub for arts, education, and community...we host community meetings, weddings, concerts, poetry readings, theatre productions and much more!"" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/thegasworkshamilton/,https://www.instagram.com/thegasworkshamilton,,https://www.indieonthemove.com/venues/the-gasworks-hamilton-ontario,https://www.indieonthemove.com/venues/the-gasworks-hamilton-ontario,,,theatre,,,,,False,,180.0,180.0,180.0,known,known
Doors: Taco Joint & Metal Bar,Hamilton,ON,L8P 3N3,"56 Hess Street South, Hamilton, ON L8P 3N3",,,"Music Venue, Pub","All Genres, Metal, Punk",75.0,19+,,"""Great music venue in the heart of downtown Hamilton. Great craft beers and tex-mex style food."" Shows can be held Wednesday-Monday nights.",Requires Premium,https://www.facebook.com/doorsmetalbar,https://www.instagram.com/doorspubhamilton,Castle; Killotine; Gomer; Bloody Blue Darlings; J FU; Teenage Bubblegums; Summer's Brother; Thunder Glove,https://www.indieonthemove.com/venues/doors-taco-joint-metal-bar-hamilton-ontario,https://www.indieonthemove.com/venues/doors-taco-joint-metal-bar-hamilton-ontario,,,bar,43.2572821,-79.878356,1023.5,1023.5,False,87.72857142857143,75.0,75.0,75.0,known,known
The Baby G,Toronto,ON,M6K 1T8,"1608 Dundas Street West, Toronto, ON M6K 1T8",,http://thebabyg.com/,"Music Venue, Rental",All Genres,145.0,19+,,"""The Baby G is a live music venue."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/TheBabyGToronto/,https://www.instagram.com/thebabygtoronto/,Bleary Eyed; Zzzahara; CHRIST DILLINGER; BnS; Dana Sipos; MIINA; bug crush; Ritt Momney; B.A. Johnston; Sons of Butcher,https://www.indieonthemove.com/venues/the-baby-g-toronto-ontario,https://www.indieonthemove.com/venues/the-baby-g-toronto-ontario,,,venue,43.649973,-79.4353351,1311.8,1311.8,False,78.708,145.0,145.0,145.0,known,known
The Ballroom,Toronto,ON,M5V 2E4,"145 John Street, Toronto, ON M5V 2E4",,https://www.theballroom.ca/,"Music Venue, Bar",All Genres,200.0,19+,,"""Sports, Bowl, and Rock n' Roll! DJ every Thursday and Friday. Live Music on Saturdays.""",Requires Premium,https://www.facebook.com/TheBallroomBowl/,https://www.instagram.com/theballroombowl/,,https://www.indieonthemove.com/venues/the-ballroom-toronto-ontario,https://www.indieonthemove.com/venues/the-ballroom-toronto-ontario,,,bar,,,,,False,,200.0,200.0,200.0,known,known
